Case Number,Product Info,Case Owner,VENDOR,Case Origin,Customer Request,Type Leve 1,Type Level 2,Type Level 3,Cloesed Date,1-CR,2-CSAT,3-DSAT Reason,4-Satisfaction Driver,5-Open Suggestion,Work Order,SN,Service Center,Service Type,month,week,dayweek
CASE005100,Product B,Agent_002,NOT TP,Chat,Individual,Billing,Other,Installation,2024-09-21,,,,,,WO1011,,,,septiembre,38,Saturday
CASE005101,Product C,Agent_004,NOT TP,Web,Individual,Technical,Hardware,Installation,2024-08-26,,,,,,,,,,agosto,35,Monday
CASE005102,Product A,Agent_006,NOT TP,Phone,Business,General,Hardware,Configuration,2024-07-17,,,,,,,,,Standard,julio,29,Wednesday
CASE005103,Product B,Agent_021,TP,Chat,Individual,Billing,Hardware,Question,2024-07-12,Yes,,,,,WO3100,,,,julio,28,Friday
CASE005104,,Agent_039,TP,Email,Individual,Technical,Software,Installation,2024-08-12,,,,,,,,,Express,agosto,33,Monday
CASE005105,Product A,Agent_020,NOT TP,Chat,Individual,General,Software,Installation,2024-07-16,,,,,,,,,Standard,julio,29,Tuesday
CASE005106,,Agent_005,NOT TP,Phone,Business,Technical,Other,Question,2024-07-06,,,,,,WO2579,,,,julio,27,Saturday
CASE005107,,Agent_027,TP,Chat,Individual,Technical,Hardware,Error,2024-08-29,No,,,,,,,,,agosto,35,Thursday
CASE005108,Product B,Agent_024,NOT TP,Chat,Individual,Billing,Other,Installation,2024-07-07,,,,,,,,,,julio,27,Sunday
CASE005109,,Agent_043,NOT TP,Web,Business,Technical,Hardware,Configuration,2024-07-22,,,,,,WO4215,,,,julio,30,Monday
CASE005110,Product B,Agent_043,NOT TP,Web,Business,General,Account,Configuration,2024-09-12,,,,,,,,,,septiembre,37,Thursday
CASE005111,Product C,Agent_006,NOT TP,Email,Business,General,Other,Configuration,2024-08-25,,,,,,,,,Premium,agosto,34,Sunday
CASE005112,,Agent_026,TP,Web,Individual,Billing,Software,Question,2024-08-20,,,,,,WO3336,,,,agosto,34,Tuesday
CASE005113,Product B,Agent_047,TP,Chat,Individual,Billing,Account,Configuration,2024-09-02,,,,,,,,,,septiembre,36,Monday
CASE005114,Product A,Agent_009,NOT TP,Web,Business,Technical,Software,Error,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE005115,,Agent_016,TP,Phone,Individual,General,Account,Question,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE005116,Product B,Agent_008,NOT TP,Chat,Individual,Billing,Account,Installation,2024-09-26,,,,,,,,,,septiembre,39,Thursday
CASE005117,Product B,Agent_037,NOT TP,Chat,Individual,Technical,Account,Question,2024-08-24,,,,,,WO2724,,,,agosto,34,Saturday
CASE005118,Product A,Agent_048,TP,Chat,Individual,Technical,Other,Configuration,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE005119,Product C,Agent_033,NOT TP,Phone,Individual,General,Other,Question,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE005120,Product A,Agent_008,TP,Chat,Individual,General,Software,Question,2024-07-28,,,,,,,,,,julio,30,Sunday
CASE005121,Product C,Agent_034,NOT TP,Web,Individual,Technical,Other,Question,2024-07-24,,,,,,,,,,julio,30,Wednesday
CASE005122,Product A,Agent_043,NOT TP,Phone,Business,General,Software,Question,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE005123,,Agent_038,NOT TP,Chat,Individual,Technical,Hardware,Error,2024-08-05,,,,,,,,,Standard,agosto,32,Monday
CASE005124,Product A,Agent_050,NOT TP,Web,Individual,Technical,Software,Question,2024-08-27,,,,,,,,Center B,,agosto,35,Tuesday
CASE005125,,Agent_034,NOT TP,Web,Individual,General,Software,Configuration,2024-07-20,,,,,,,,Center A,,julio,29,Saturday
CASE005126,Product A,Agent_017,NOT TP,Email,Individual,Billing,Other,Installation,2024-07-05,,,,,,WO5370,,,,julio,27,Friday
CASE005127,Product B,Agent_032,NOT TP,Web,Business,Technical,Software,Error,2024-09-17,,,,,,,,,,septiembre,38,Tuesday
CASE005128,Product A,Agent_006,TP,Web,Individual,General,Other,Question,2024-09-18,,,,,,,,,,septiembre,38,Wednesday
CASE005129,,Agent_016,TP,Email,Business,Technical,Software,Installation,2024-09-17,Yes,,,,,,,,,septiembre,38,Tuesday
CASE005130,Product A,Agent_039,TP,Email,Individual,Technical,Hardware,Error,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE005131,,Agent_008,TP,Phone,Individual,Technical,Other,Configuration,2024-09-21,,,,,,,,,,septiembre,38,Saturday
CASE005132,Product B,Agent_050,NOT TP,Web,Individual,General,Other,Configuration,2024-08-07,,,,,,WO1560,,,Express,agosto,32,Wednesday
CASE005133,Product B,Agent_021,NOT TP,Phone,Individual,General,Hardware,Installation,2024-09-02,,,,,,,,Center C,,septiembre,36,Monday
CASE005134,Product C,Agent_022,NOT TP,Phone,Individual,General,Other,Question,2024-08-22,,,,,,,,,Premium,agosto,34,Thursday
CASE005135,,Agent_038,TP,Chat,Individual,Billing,Software,Installation,2024-09-09,,,,,,,,,,septiembre,37,Monday
CASE005136,Product A,Agent_048,NOT TP,Phone,Individual,Technical,Account,Error,2024-08-31,,,,,,,,,,agosto,35,Saturday
CASE005137,Product A,Agent_025,TP,Phone,Business,Billing,Other,Installation,2024-07-08,,,,,,WO1234,,,,julio,28,Monday
CASE005138,Product C,Agent_048,NOT TP,Phone,Business,Technical,Account,Installation,2024-07-12,,,,,,,,,,julio,28,Friday
CASE005139,Product B,Agent_048,NOT TP,Phone,Individual,General,Software,Question,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE005140,,Agent_016,TP,Email,Individual,Technical,Hardware,Configuration,2024-08-19,,,,,,,,,Premium,agosto,34,Monday
CASE005141,Product A,Agent_028,TP,Web,Individual,Technical,Other,Question,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE005142,Product B,Agent_014,TP,Chat,Business,Technical,Account,Configuration,2024-08-23,No,,,,,,,,,agosto,34,Friday
CASE005143,Product B,Agent_010,NOT TP,Email,Individual,Billing,Hardware,Question,2024-07-26,,,,,,,,,,julio,30,Friday
CASE005144,Product C,Agent_007,NOT TP,Chat,Individual,General,Hardware,Configuration,2024-09-21,,,,,,,,Center A,,septiembre,38,Saturday
CASE005145,,Agent_012,NOT TP,Chat,Individual,General,Other,Question,2024-09-06,Yes,,,,,,,,Standard,septiembre,36,Friday
CASE005146,Product C,Agent_014,TP,Email,Individual,Technical,Account,Configuration,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE005147,,Agent_018,NOT TP,Phone,Individual,General,Other,Configuration,2024-09-19,,,,,,WO7646,,,,septiembre,38,Thursday
CASE005148,Product C,Agent_029,NOT TP,Email,Individual,Billing,Software,Configuration,2024-09-08,,,,,,,,,Premium,septiembre,36,Sunday
CASE005149,Product C,Agent_027,NOT TP,Chat,Business,Billing,Hardware,Configuration,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE005150,Product B,Agent_017,TP,Chat,Business,General,Account,Question,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE005151,Product B,Agent_038,TP,Phone,Individual,Billing,Other,Error,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE005152,,Agent_004,NOT TP,Email,Individual,Billing,Hardware,Configuration,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE005153,,Agent_032,TP,Web,Individual,General,Other,Configuration,2024-08-31,,,,,,,,,,agosto,35,Saturday
CASE005154,,Agent_035,TP,Chat,Business,General,Account,Configuration,2024-09-08,,,,,,,,,,septiembre,36,Sunday
CASE005155,,Agent_024,TP,Email,Business,Technical,Software,Configuration,2024-09-01,No,,,,,WO6525,,,,septiembre,35,Sunday
CASE005156,Product A,Agent_045,NOT TP,Phone,Individual,Technical,Software,Configuration,2024-08-14,,,,,,WO4052,,,,agosto,33,Wednesday
CASE005157,,Agent_008,NOT TP,Phone,Individual,Billing,Software,Installation,2024-09-11,,,,,,,,,Standard,septiembre,37,Wednesday
CASE005158,Product C,Agent_021,NOT TP,Web,Individual,General,Other,Installation,2024-09-03,,,,,,WO8984,,,,septiembre,36,Tuesday
CASE005159,Product A,Agent_035,NOT TP,Chat,Individual,Billing,Hardware,Configuration,2024-08-11,,,,,,,,,Express,agosto,32,Sunday
CASE005160,Product B,Agent_028,NOT TP,Web,Individual,General,Software,Configuration,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE005161,Product B,Agent_031,TP,Web,Business,Billing,Software,Configuration,2024-08-04,,,,,,,,,Standard,agosto,31,Sunday
CASE005162,,Agent_044,NOT TP,Web,Individual,Billing,Software,Error,2024-07-24,Yes,,,,,WO9504,,,,julio,30,Wednesday
CASE005163,,Agent_016,TP,Web,Individual,Billing,Software,Question,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE005164,,Agent_018,NOT TP,Phone,Business,Technical,Account,Configuration,2024-08-10,Yes,,,,,,,,,agosto,32,Saturday
CASE005165,Product B,Agent_010,TP,Chat,Individual,General,Account,Error,2024-09-15,,,,,,,,,,septiembre,37,Sunday
CASE005166,Product A,Agent_024,TP,Web,Business,Billing,Hardware,Error,2024-07-29,,,,,,,,,,julio,31,Monday
CASE005167,,Agent_031,TP,Chat,Individual,Technical,Account,Configuration,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE005168,Product C,Agent_046,TP,Phone,Business,Billing,Account,Question,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE005169,,Agent_024,TP,Phone,Individual,Billing,Account,Installation,2024-07-08,,,,,,WO2820,,,,julio,28,Monday
CASE005170,Product B,Agent_020,TP,Email,Individual,General,Other,Configuration,2024-08-30,,,,,,,,,,agosto,35,Friday
CASE005171,Product A,Agent_002,NOT TP,Email,Individual,Billing,Account,Configuration,2024-09-06,,,,,,,,,,septiembre,36,Friday
CASE005172,Product B,Agent_042,NOT TP,Chat,Individual,General,Other,Installation,2024-08-15,,Very satisfied,,Service attitude,,,,,,agosto,33,Thursday
CASE005173,Product C,Agent_039,NOT TP,Email,Individual,Technical,Other,Question,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE005174,Product B,Agent_003,NOT TP,Web,Business,Technical,Account,Installation,2024-07-30,,,,,,,,,Premium,julio,31,Tuesday
CASE005175,Product A,Agent_048,NOT TP,Chat,Business,Billing,Other,Configuration,2024-07-21,,,,,,,,,,julio,29,Sunday
CASE005176,,Agent_043,NOT TP,Phone,Individual,Technical,Software,Configuration,2024-07-13,,,,,,WO9269,,,,julio,28,Saturday
CASE005177,Product C,Agent_004,NOT TP,Phone,Individual,General,Hardware,Error,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE005178,Product A,Agent_045,TP,Web,Business,General,Account,Installation,2024-09-23,,,,,,WO9370,,,,septiembre,39,Monday
CASE005179,,Agent_043,TP,Email,Business,Technical,Account,Error,2024-07-31,,Very satisfied,,,,,,,Standard,julio,31,Wednesday
CASE005180,Product B,Agent_016,NOT TP,Chat,Individual,General,Hardware,Error,2024-08-04,,,,,,WO4634,,,,agosto,31,Sunday
CASE005181,,Agent_017,NOT TP,Chat,Business,General,Account,Error,2024-09-07,,,,,,,,,Premium,septiembre,36,Saturday
CASE005182,,Agent_036,NOT TP,Web,Individual,Billing,Account,Error,2024-07-08,,,,,,,,,,julio,28,Monday
CASE005183,Product C,Agent_025,TP,Email,Individual,Billing,Hardware,Installation,2024-07-29,,,,,,,,,,julio,31,Monday
CASE005184,Product A,Agent_020,TP,Chat,Individual,General,Other,Installation,2024-09-12,,,,,,,,,,septiembre,37,Thursday
CASE005185,,Agent_041,NOT TP,Web,Business,Technical,Software,Installation,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE005186,Product B,Agent_045,TP,Chat,Individual,General,Other,Configuration,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE005187,Product C,Agent_024,NOT TP,Phone,Individual,Billing,Software,Question,2024-07-23,,Very satisfied,,,,,,Center C,,julio,30,Tuesday
CASE005188,,Agent_044,NOT TP,Chat,Individual,Technical,Hardware,Error,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE005189,Product B,Agent_008,NOT TP,Chat,Individual,General,Other,Configuration,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE005190,Product B,Agent_035,NOT TP,Chat,Individual,Technical,Other,Installation,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE005191,,Agent_016,NOT TP,Email,Individual,Technical,Software,Installation,2024-08-10,,Very satisfied,,,,,,,,agosto,32,Saturday
CASE005192,Product A,Agent_029,NOT TP,Email,Individual,Technical,Software,Configuration,2024-09-28,,,,,,WO3732,,,Standard,septiembre,39,Saturday
CASE005193,,Agent_025,NOT TP,Web,Individual,General,Software,Error,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE005194,Product B,Agent_001,NOT TP,Email,Business,Billing,Software,Installation,2024-09-14,,,,,,,,,Premium,septiembre,37,Saturday
CASE005195,Product C,Agent_026,TP,Chat,Individual,Technical,Account,Error,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE005196,,Agent_017,TP,Chat,Business,Technical,Hardware,Error,2024-09-29,,,,,,,,,,septiembre,39,Sunday
CASE005197,Product C,Agent_020,TP,Email,Individual,General,Software,Question,2024-09-28,,,,,,,,,,septiembre,39,Saturday
CASE005198,Product B,Agent_006,NOT TP,Email,Individual,Billing,Other,Installation,2024-08-15,,,,,,WO3491,,,Standard,agosto,33,Thursday
CASE005199,,Agent_049,NOT TP,Chat,Individual,Billing,Other,Configuration,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE005200,Product B,Agent_016,NOT TP,Chat,Individual,General,Other,Question,2024-09-11,,,,,,WO7947,,,,septiembre,37,Wednesday
CASE005201,,Agent_020,TP,Phone,Individual,Technical,Software,Error,2024-07-19,,,,,,WO5561,,,,julio,29,Friday
CASE005202,Product C,Agent_014,TP,Web,Business,General,Hardware,Configuration,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE005203,Product A,Agent_011,NOT TP,Email,Business,Billing,Account,Question,2024-07-25,,,,,,WO7567,,,,julio,30,Thursday
CASE005204,Product B,Agent_029,TP,Web,Individual,Technical,Software,Question,2024-09-02,,,,,,,,,,septiembre,36,Monday
CASE005205,Product B,Agent_041,NOT TP,Chat,Individual,Technical,Software,Question,2024-09-08,,,,,,WO7901,,,Express,septiembre,36,Sunday
CASE005206,Product A,Agent_021,NOT TP,Web,Business,Billing,Account,Error,2024-08-09,,,,,,WO8667,,,,agosto,32,Friday
CASE005207,Product C,Agent_050,NOT TP,Email,Individual,Technical,Hardware,Error,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE005208,Product B,Agent_042,TP,Email,Individual,General,Software,Installation,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE005209,Product C,Agent_027,TP,Web,Business,Billing,Other,Question,2024-07-05,,,,,,,,,,julio,27,Friday
CASE005210,Product A,Agent_003,TP,Email,Business,Billing,Other,Configuration,2024-07-12,,,,,,,,,Premium,julio,28,Friday
CASE005211,,Agent_018,NOT TP,Phone,Individual,Technical,Software,Error,2024-07-08,,,,,,,,,,julio,28,Monday
CASE005212,Product C,Agent_006,NOT TP,Chat,Individual,Billing,Hardware,Question,2024-07-30,,,,,,,,,,julio,31,Tuesday
CASE005213,Product B,Agent_050,TP,Chat,Individual,General,Other,Configuration,2024-09-16,,,,,,,,,Express,septiembre,38,Monday
CASE005214,Product B,Agent_032,NOT TP,Email,Business,Billing,Other,Error,2024-07-29,,Very satisfied,,Problem-solving,,,,,,julio,31,Monday
CASE005215,Product C,Agent_031,NOT TP,Chat,Business,Technical,Account,Configuration,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE005216,,Agent_048,TP,Phone,Individual,Billing,Hardware,Configuration,2024-09-06,,,,,,,,,,septiembre,36,Friday
CASE005217,Product A,Agent_027,NOT TP,Email,Business,Technical,Software,Installation,2024-08-31,,,,,,,,,,agosto,35,Saturday
CASE005218,,Agent_022,NOT TP,Phone,Business,Technical,Account,Error,2024-07-01,,,,,,,,,,julio,27,Monday
CASE005219,Product B,Agent_046,TP,Phone,Individual,General,Account,Error,2024-08-12,,,,,,,,,,agosto,33,Monday
CASE005220,Product C,Agent_028,TP,Chat,Business,Billing,Account,Error,2024-09-17,,,,,,,,,,septiembre,38,Tuesday
CASE005221,Product C,Agent_007,NOT TP,Chat,Individual,General,Hardware,Error,2024-07-26,,,,,,WO4972,,,,julio,30,Friday
CASE005222,Product A,Agent_011,NOT TP,Web,Individual,General,Hardware,Installation,2024-07-17,,,,,,,,,Standard,julio,29,Wednesday
CASE005223,Product B,Agent_045,NOT TP,Phone,Individual,Billing,Hardware,Installation,2024-08-13,No,,,,,,,,,agosto,33,Tuesday
CASE005224,Product C,Agent_017,NOT TP,Chat,Business,General,Software,Question,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE005225,Product B,Agent_033,NOT TP,Phone,Individual,General,Hardware,Error,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE005226,,Agent_005,TP,Web,Individual,Technical,Account,Configuration,2024-08-11,,,,,,,,,,agosto,32,Sunday
CASE005227,Product B,Agent_023,NOT TP,Phone,Business,General,Other,Installation,2024-07-08,,,,,,,,,Premium,julio,28,Monday
CASE005228,Product C,Agent_027,NOT TP,Email,Individual,Billing,Software,Configuration,2024-07-03,,,,,,,,,Express,julio,27,Wednesday
CASE005229,Product C,Agent_039,TP,Web,Business,Technical,Software,Configuration,2024-07-19,,,,,,WO3300,,,,julio,29,Friday
CASE005230,Product B,Agent_047,NOT TP,Web,Individual,General,Software,Configuration,2024-09-14,,,,,,WO3022,,,,septiembre,37,Saturday
CASE005231,Product C,Agent_036,NOT TP,Phone,Individual,General,Account,Question,2024-09-29,,,,,,,,,,septiembre,39,Sunday
CASE005232,,Agent_048,TP,Phone,Individual,Billing,Hardware,Question,2024-07-19,,,,,,,,,,julio,29,Friday
CASE005233,,Agent_021,NOT TP,Chat,Business,General,Account,Error,2024-07-15,,,,,,,,,Standard,julio,29,Monday
CASE005234,Product C,Agent_030,TP,Email,Individual,Billing,Other,Installation,2024-09-06,,,,,,,,,,septiembre,36,Friday
CASE005235,,Agent_045,TP,Web,Individual,General,Hardware,Error,2024-08-16,,,,,,,,,Premium,agosto,33,Friday
CASE005236,,Agent_002,TP,Web,Business,General,Other,Question,2024-07-10,,Very satisfied,,Problem processing time,,,,Center B,Standard,julio,28,Wednesday
CASE005237,Product A,Agent_049,NOT TP,Web,Individual,Billing,Software,Question,2024-08-17,,,,,,,,,,agosto,33,Saturday
CASE005238,Product A,Agent_004,NOT TP,Chat,Business,Technical,Software,Configuration,2024-09-29,,,,,,,,Center B,,septiembre,39,Sunday
CASE005239,Product B,Agent_042,TP,Email,Business,Billing,Account,Error,2024-09-23,,,,,,,,,,septiembre,39,Monday
CASE005240,,Agent_042,NOT TP,Web,Individual,Technical,Hardware,Configuration,2024-08-20,,,,,,,,,,agosto,34,Tuesday
CASE005241,Product C,Agent_012,TP,Web,Individual,Technical,Software,Question,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE005242,Product C,Agent_041,NOT TP,Chat,Individual,Billing,Account,Error,2024-07-13,,,,,,,,,,julio,28,Saturday
CASE005243,,Agent_029,NOT TP,Phone,Individual,Billing,Other,Error,2024-08-13,Yes,,,,,,,,,agosto,33,Tuesday
CASE005244,Product A,Agent_042,NOT TP,Web,Business,General,Account,Installation,2024-08-08,,,,,,,,,,agosto,32,Thursday
CASE005245,Product B,Agent_009,NOT TP,Email,Business,General,Hardware,Question,2024-08-11,,,,,,WO9867,,,,agosto,32,Sunday
CASE005246,Product B,Agent_001,TP,Email,Individual,Technical,Hardware,Question,2024-07-18,,,,,,,,,Standard,julio,29,Thursday
CASE005247,,Agent_026,TP,Email,Individual,General,Hardware,Installation,2024-07-21,,,,,,,,,,julio,29,Sunday
CASE005248,Product A,Agent_013,NOT TP,Email,Individual,Billing,Software,Question,2024-08-25,,,,,,,,,,agosto,34,Sunday
CASE005249,,Agent_041,NOT TP,Chat,Individual,Technical,Account,Configuration,2024-09-20,,,,,,WO6593,,,,septiembre,38,Friday
CASE005250,,Agent_020,TP,Web,Individual,General,Other,Configuration,2024-09-01,,Very satisfied,,,,WO1671,,,Standard,septiembre,35,Sunday
CASE005251,Product A,Agent_021,TP,Chat,Individual,General,Hardware,Configuration,2024-09-22,,,,,,,,,,septiembre,38,Sunday
CASE005252,Product B,Agent_037,TP,Email,Individual,Billing,Account,Error,2024-08-10,,,,,,WO2848,,,,agosto,32,Saturday
CASE005253,Product B,Agent_006,NOT TP,Email,Individual,Billing,Software,Configuration,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE005254,Product B,Agent_008,TP,Email,Business,General,Other,Question,2024-09-29,,,,,,,,,Standard,septiembre,39,Sunday
CASE005255,,Agent_011,NOT TP,Chat,Individual,Technical,Other,Installation,2024-09-10,,,,,,,,,Standard,septiembre,37,Tuesday
CASE005256,Product B,Agent_016,NOT TP,Email,Business,Technical,Other,Configuration,2024-09-27,,,,,,,,,Standard,septiembre,39,Friday
CASE005257,,Agent_034,NOT TP,Web,Individual,Billing,Software,Configuration,2024-09-17,,,,,,WO8983,,,,septiembre,38,Tuesday
CASE005258,Product A,Agent_046,TP,Email,Business,Billing,Hardware,Error,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE005259,Product B,Agent_050,NOT TP,Web,Individual,Billing,Software,Question,2024-07-29,,,,,,,,,,julio,31,Monday
CASE005260,Product B,Agent_042,TP,Web,Business,General,Other,Installation,2024-09-24,,,,,,,,,,septiembre,39,Tuesday
CASE005261,Product A,Agent_049,NOT TP,Email,Business,General,Account,Question,2024-09-14,,,,,,WO6940,,,,septiembre,37,Saturday
CASE005262,Product B,Agent_009,NOT TP,Chat,Individual,Billing,Other,Configuration,2024-07-23,,,,,,,,Center A,,julio,30,Tuesday
CASE005263,Product C,Agent_039,TP,Phone,Individual,Technical,Account,Question,2024-08-18,,,,,,WO9102,,,,agosto,33,Sunday
CASE005264,Product A,Agent_044,NOT TP,Phone,Business,Billing,Software,Installation,2024-08-09,,,,,,WO8085,,,Standard,agosto,32,Friday
CASE005265,Product B,Agent_027,NOT TP,Web,Business,Billing,Software,Configuration,2024-09-27,,Neutral,,,,,,,,septiembre,39,Friday
